/* DATA DESCRIPTION:
Citation:	Erhardt, Tobias; Capron, Emilie; Rasmussen, Sune Olander; Schüpbach, Simon; Bigler, Matthias; Adolphi, Florian; Fischer, Hubertus (2018): NGRIP high resolution calcium, sodium concentrations and layer thickness (over warming events, 10-60ka). PANGAEA, https://doi.org/10.1594/PANGAEA.896740, 
	In supplement to: Erhardt, T et al. (2019): Decadal-scale progression of the onset of Dansgaard–Oeschger warming events. Climate of the Past, 15(2), 811-825, https://doi.org/10.5194/cp-15-811-2019
Related to:	Gkinis, Vasileios; Simonsen, Sebastian B; Buchardt, Susanne L; White, James W C; Vinther, Bo Møllesøe (2014): Water isotope diffusion rates from the NorthGRIP ice core for the last 16,000 years – Glaciological and paleoclimatic implications. Earth and Planetary Science Letters, 405, 132-141, https://doi.org/10.1016/j.epsl.2014.08.022
	North Greenland Ice Core Project Members; Andersen, Katrine K; Azuma, Nobuhiko; Barnola, Jean-Marc; Bigler, Matthias; Biscaye, Pierre Eginton; Caillon, Nicolas; Chappellaz, Jérôme A; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Fischer, H; Flückiger, Jacqueline; Fritzsche, Diedrich; Fujii, Yushiyuki; Goto-Azuma, Kumiko; Grönvold, Karl; Gundestrup, Niels S; Hansson, Margareta E; Huber, C; Hvidberg, Christine Schøtt; Johnsen, Sigfús Jóhann; Jonsell, Ulf; Jouzel, Jean; Kipfstuhl, Sepp; Landais, Amaelle; Leuenberger, Markus Christian; Lorrain, Reginald D; Masson-Delmotte, Valerie; Miller, H; Motoyama, Hideaki; Narita, H; Popp, Trevor; Rasmussen, Sune Olander; Raynaud, Dominique; Röthlisberger, Regine; Ruth, Urs; Samyn, D; Schwander, Jakob; Shoji, Hitoshi; Siggaard-Andersen, Marie-Louise; Steffensen, J P; Stocker, T; Sveinbjörnsdottir, Árný E; Svensson, Anders M; Takata, Morimasa; Tison, Jean-Louis; Thorsteinsson, Thorsteinn; Watanabe, Okitsugu; Wilhelms, Frank; White, James W C (2004): High-resolution record of Northern Hemisphere climate extending into the last interglacial period. Nature, 431(7005), 147-151, https://doi.org/10.1038/nature02805
	Svensson, Anders M; Andersen, Katrine K; Bigler, Matthias; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Davies, Siwan M; Johnsen, Sigfús Jóhann; Muscheler, Raimund; Parrenin, Frédéric; Rasmussen, Sune Olander; Röthlisberger, Regine; Seierstad, Inger K; Steffensen, Jørgen Peder; Vinther, Bo Møllesøe (2008): A 60 000 year Greenland stratigraphic ice core chronology. Climate of the Past, 4(1), 47-57, https://doi.org/10.5194/cp-4-47-2008
Coverage:	LATITUDE: 75.100000 * LONGITUDE: -42.320000
	DATE/TIME START: 1996-07-01T00:00:00 * DATE/TIME END: 1996-07-01T00:00:00
	MINIMUM ELEVATION: 2917.0 m * MAXIMUM ELEVATION: 2917.0 m
Event(s):	NGRIP (NorthGRIP) * LATITUDE: 75.100000 * LONGITUDE: -42.320000 * DATE/TIME: 1996-07-01T00:00:00 * ELEVATION: 2917.0 m * LOCATION: Greenland * CAMPAIGN: NGRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: Ice drill (ICEDRILL)
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de) * COMMENT: Age of the middle of the sampling interval in years BP (before 1950) on the GICC05 age scale for NGRIP
	Ageprofile Datum Description (Ageprof dat des) * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de)
	Sodium [ng/g] (Na+) * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de) * METHOD/DEVICE: Continuous Flow Analysis (CFA)
	Calcium [ng/g] (Ca2+) * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de) * METHOD/DEVICE: Continuous Flow Analysis (CFA)
	Layer thickness [m] (Thickness) * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de) * METHOD/DEVICE: Calculated * COMMENT: Calculated from the age model
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	19498 data points
*/
Age [ka BP]	Ageprof dat des	Na+ [ng/g]	Ca2+ [ng/g]	Thickness [m]
28.7950	GI-4	77.9264	100.8777	0.0315
28.7970	GI-4	55.0566	76.1774	0.0385
28.7990	GI-4	46.2500	51.9889	0.0435
28.8010	GI-4	57.2356	55.0650	0.0405
28.8030	GI-4	29.0998	58.3333	0.0385
28.8050	GI-4	35.3418	74.2657	0.0220
28.8070	GI-4	39.1285	54.9916	0.0390
28.8090	GI-4	42.3870	52.6456	0.0220
28.8110	GI-4	30.7112	55.7130	0.0255
28.8130	GI-4	30.1471	55.0911	0.0395
28.8150	GI-4	29.7025	58.6234	0.0265
28.8170	GI-4	12.2154	55.9386	0.0340
28.8190	GI-4	28.5574	55.1827	0.0285
28.8210	GI-4	25.0893	71.6420	0.0245
28.8230	GI-4	14.7451	97.7492	0.0245
28.8250	GI-4		52.0195	0.0365
28.8270	GI-4		55.1306	0.0260
28.8290	GI-4		68.0881	0.0310
28.8310	GI-4		83.6635	0.0295
28.8330	GI-4		123.0014	0.0245
28.8350	GI-4		118.9431	0.0205
28.8370	GI-4		120.9548	0.0275
28.8390	GI-4		147.3443	0.0235
28.8410	GI-4		136.6504	0.0190
28.8430	GI-4		113.1620	0.0350
28.8450	GI-4		194.7677	0.0305
28.8470	GI-4		257.7656	0.0225
28.8490	GI-4		409.5575	0.0170
28.8510	GI-4		199.8079	0.0145
28.8530	GI-4		245.4415	0.0205
28.8550	GI-4		199.3533	0.0230
28.8570	GI-4		200.9677	0.0240
28.8590	GI-4		594.8907	0.0110
28.8610	GI-4		372.2326	0.0175
28.8630	GI-4		246.1014	0.0235
28.8650	GI-4		247.0687	0.0200
28.8670	GI-4		241.7992	0.0230
28.8690	GI-4		331.0256	0.0165
28.8710	GI-4		270.5894	0.0135
28.8730	GI-4		233.1395	0.0120
28.8750	GI-4		311.8829	0.0150
28.8770	GI-4		193.2668	0.0180
28.8790	GI-4		222.2202	0.0190
28.8810	GI-4		304.5247	0.0140
28.8830	GI-4		557.6571	0.0235
28.8850	GI-4		240.7634	0.0280
28.8870	GI-4		340.6091	0.0150
28.8890	GI-4		497.4598	0.0170
28.8910	GI-4		389.9878	0.0200
28.8930	GI-4		411.0502	0.0220
28.8950	GI-4		319.8362	0.0220
28.8970	GI-4		336.9933	0.0140
28.8990	GI-4		328.7371	0.0160
28.9010	GI-4		313.2674	0.0145
28.9030	GI-4		383.0347	0.0145
28.9050	GI-4	179.7940	370.7314	0.0170
28.9070	GI-4	122.7911	310.3241	0.0135
28.9090	GI-4	103.6244	315.5099	0.0170
28.9110	GI-4	81.6428	217.5105	0.0145
28.9130	GI-4	85.3086	247.3444	0.0150
28.9150	GI-4	100.2773	302.7466	0.0145
28.9170	GI-4	73.9730	278.3097	0.0170
28.9190	GI-4	129.4384	350.4559	0.0170
28.9210	GI-4	105.1442	241.7657	0.0120
28.9230	GI-4	95.1042	259.0660	0.0190
28.9250	GI-4	85.7719	272.1380	0.0150
28.9270	GI-4	80.7953	272.3106	0.0185
28.9290	GI-4	107.2881	318.4897	0.0105
28.9310	GI-4	75.6931	207.2867	0.0140
28.9330	GI-4	93.7824	289.9773	0.0165
28.9350	GI-4	119.9230	263.9350	0.0195
28.9370	GI-4	130.2228	297.1606	0.0135
28.9390	GI-4	140.4349	372.4905	0.0190
28.9410	GI-4	103.0316	316.8688	0.0155
28.9430	GI-4	109.3149	329.2632	0.0170
28.9450	GI-4	112.2681	304.8311	0.0160
28.9470	GI-4	108.1629	278.6877	0.0170
28.9490	GI-4	200.0564	671.7746	0.0170
28.9510	GI-4	106.4752	348.6670	0.0130
28.9530	GI-4	180.9737	824.6666	0.0115
28.9550	GI-4	117.2361	558.6928	0.0180
28.9570	GI-4	111.3864	500.8630	0.0165
28.9590	GI-4	128.2511	430.8150	0.0195
28.9610	GI-4	82.2047	330.4393	0.0180
28.9630	GI-4	106.9279	498.0106	0.0125
28.9650	GI-4	113.6943	343.3578	0.0175
28.9670	GI-4	131.4591	429.8023	0.0140
28.9690	GI-4	130.6549	415.7750	0.0155
28.9710	GI-4	136.6876	408.8891	0.0165
28.9730	GI-4	109.2674	465.6874	0.0195
28.9750	GI-4	84.9660	307.6572	0.0135
28.9770	GI-4	110.0019	366.8059	0.0130
28.9790	GI-4	145.2964	395.8454	0.0125
28.9810	GI-4	115.8055	344.2326	0.0235
28.9830	GI-4	142.8939	411.8627	0.0185
28.9850	GI-4	76.3223	223.2332	0.0175
28.9870	GI-4	60.8374	224.0328	0.0115
28.9890	GI-4	66.7356	314.5023	0.0160
28.9910	GI-4	105.9544	355.5338	0.0210
28.9930	GI-4	195.4792	357.2941	0.0170
28.9950	GI-4	130.7302	331.4864	0.0115
28.9970	GI-4	107.9119	274.8522	0.0165
28.9990	GI-4	114.7970	222.1404	0.0210
29.0010	GI-4	124.6373	352.5618	0.0130
29.0030	GI-4	102.2217	297.7476	0.0125
29.0050	GI-4	136.2557	491.6087	0.0160
29.0070	GI-4	144.2138	534.2748	0.0120
29.0090	GI-4	146.9332	415.2262	0.0120
29.0110	GI-4	189.3567	483.2649	0.0110
29.0130	GI-4	124.5436	346.8832	0.0150
29.0150	GI-4	112.2989	439.1633	0.0150
29.0170	GI-4	152.3819	439.4754	0.0180
29.0190	GI-4	129.9858	395.5916	0.0180
29.0210	GI-4	101.9631	316.4830	0.0105
29.0230	GI-4	112.8541	357.4119	0.0140
29.0250	GI-4	65.3555	281.4965	0.0195
29.0270	GI-4	97.7118	357.7461	0.0160
29.0290	GI-4	123.8388	428.4424	0.0120
29.0310	GI-4	184.5875	572.0874	0.0100
29.0330	GI-4	248.9444	745.5227	0.0110
29.0350	GI-4	107.3905	474.2746	0.0155
29.0370	GI-4	108.7219	544.8167	0.0110
29.0390	GI-4	163.7921	398.4805	0.0095
29.0410	GI-4	137.5287	441.2193	0.0115
29.0430	GI-4	112.4048	395.0440	0.0215
29.0450	GI-4	123.9787	356.0089	0.0170
29.0470	GI-4	209.8824	573.5344	0.0120
29.0490	GI-4	128.3206	505.6867	0.0125
29.0510	GI-4	88.5445	388.1272	0.0195
29.0530	GI-4	89.2592	299.1683	0.0160
29.0550	GI-4	131.0250	299.4999	0.0130
29.0570	GI-4	114.0243	340.0105	0.0175
29.0590	GI-4	91.7822	386.6350	0.0180
29.0610	GI-4	142.5768	484.2663	0.0100
29.0630	GI-4	132.0253	322.1341	0.0105
29.0650	GI-4	99.2142	437.2584	0.0125
29.0670	GI-4	89.0708	404.8301	0.0190
29.0690	GI-4	144.6726	487.9123	0.0125
29.0710	GI-4	94.2615	387.5150	0.0100
29.0730	GI-4	77.0411	313.8436	0.0180
29.0750	GI-4	179.2050	515.3819	0.0125
29.0770	GI-4	122.0189	382.4224	0.0110
29.0790	GI-4		447.1981	0.0115
29.0810	GI-4		635.1057	0.0145
29.0830	GI-4		712.8609	0.0135
29.0850	GI-4		435.6459	0.0175
29.0870	GI-4		261.5784	0.0115
29.0890	GI-4		268.4732	0.0110
29.0910	GI-4		290.4136	0.0160
29.0930	GI-4		452.9836	0.0120
29.0950	GI-4		384.7205	0.0135
29.0970	GI-4		277.7168	0.0185
29.0990	GI-4		374.4092	0.0160
30.6410	GI-5.1	71.2079	161.6941	0.0195
30.6430	GI-5.1	134.7686	173.6812	0.0160
30.6450	GI-5.1	65.1385	188.8242	0.0195
30.6470	GI-5.1	57.6735	132.3076	0.0220
30.6490	GI-5.1	52.1550	170.3003	0.0200
30.6510	GI-5.1	60.6411	116.3032	0.0260
30.6530	GI-5.1	42.5683	89.1501	0.0190
30.6550	GI-5.1	71.5958	110.2220	0.0185
30.6570	GI-5.1	87.6953	126.9668	0.0185
30.6590	GI-5.1	67.0671	119.3278	0.0180
30.6610	GI-5.1	44.6040	88.4070	0.0270
30.6630	GI-5.1	44.8547	78.3265	0.0220
30.6650	GI-5.1	67.5733	82.9997	0.0140
30.6670	GI-5.1	83.7008	119.2209	0.0200
30.6690	GI-5.1	51.9995	133.0040	0.0250
30.6710	GI-5.1	88.9797	130.4305	0.0235
30.6730	GI-5.1	164.2867	169.9821	0.0225
30.6750	GI-5.1	56.7908	170.0776	0.0155
30.6770	GI-5.1	72.0130	95.6778	0.0250
30.6790	GI-5.1	77.2345	98.2377	0.0260
30.6810	GI-5.1	51.0901	111.9202	0.0250
30.6830	GI-5.1	87.4059	176.1127	0.0185
30.6850	GI-5.1	43.1845	119.8033	0.0265
30.6870	GI-5.1	69.8232	100.0633	0.0200
30.6890	GI-5.1	68.3453	88.5249	0.0215
30.6910	GI-5.1	64.8127	106.5027	0.0260
30.6930	GI-5.1	43.0825	114.3355	0.0150
30.6950	GI-5.1	38.1612	94.4591	0.0290
30.6970	GI-5.1	74.1250	108.3595	0.0245
30.6990	GI-5.1	51.4895	117.5871	0.0145
30.7010	GI-5.1	31.5521	88.0459	0.0175
30.7030	GI-5.1	74.6693	69.9965	0.0215
30.7050	GI-5.1	96.8275	113.1361	0.0160
30.7070	GI-5.1	68.3416	108.5321	0.0205
30.7090	GI-5.1	58.0335	96.7864	0.0325
30.7110	GI-5.1	33.0878	79.9732	0.0195
30.7130	GI-5.1	64.7421	124.7548	0.0215
30.7150	GI-5.1	53.3581	101.4524	0.0195
30.7170	GI-5.1	52.4650	115.9046	0.0165
30.7190	GI-5.1	60.6113	108.0686	0.0170
30.7210	GI-5.1	87.4869	210.3160	0.0175
30.7230	GI-5.1	41.1498	161.6829	0.0210
30.7250	GI-5.1	100.1221	156.4246	0.0155
30.7270	GI-5.1	82.0106	210.7830	0.0170
30.7290	GI-5.1	91.5352	143.3120	0.0175
30.7310	GI-5.1	38.2097	138.5190	0.0220
30.7330	GI-5.1	89.3093	226.5490	0.0165
30.7350	GI-5.1	93.4830	184.7250	0.0195
30.7370	GI-5.1	131.0700	162.6782	0.0230
30.7390	GI-5.1	74.2254	147.0700	0.0155
30.7410	GI-5.1	49.7329	134.5352	0.0215
30.7430	GI-5.1	88.2355	175.0619	0.0110
30.7450	GI-5.1	54.9479	145.0314	0.0150
30.7470	GI-5.1	96.3934	146.0546	0.0170
30.7490	GI-5.1	152.4377	198.0343	0.0185
30.7510	GI-5.1	74.5082	202.9242	0.0185
30.7530	GI-5.1	53.5034	181.8940	0.0175
30.7550	GI-5.1	84.3163	231.9657	0.0210
30.7570	GI-5.1	70.7950	247.5874	0.0195
30.7590	GI-5.1	96.9428	209.1748	0.0170
30.7610	GI-5.1	96.1089	226.5292	0.0155
30.7630	GI-5.1	79.4663	188.5028	0.0260
30.7650	GI-5.1	85.6104	195.0234	0.0170
30.7670	GI-5.1	110.2397	204.6404	0.0180
30.7690	GI-5.1	88.6115	249.1371	0.0180
30.7710	GI-5.1	54.8483	167.8550	0.0190
30.7730	GI-5.1	91.3628	162.7270	0.0170
30.7750	GI-5.1	60.9179	155.4861	0.0190
30.7770	GI-5.1	104.2085	207.5638	0.0180
30.7790	GI-5.1	97.3861	254.1869	0.0230
30.7810	GI-5.1	70.7641	264.2930	0.0140
30.7830	GI-5.1	89.5756	227.5834	0.0125
30.7850	GI-5.1	67.0985	221.7801	0.0140
30.7870	GI-5.1	50.3549	198.6065	0.0205
30.7890	GI-5.1	106.2672	329.9366	0.0215
30.7910	GI-5.1	103.1306	322.9874	0.0170
30.7930	GI-5.1	135.2755	192.1487	0.0155
30.7950	GI-5.1	154.2069	242.8706	0.0205
30.7970	GI-5.1	114.1517	393.2434	0.0165
30.7990	GI-5.1	82.2812	259.9760	0.0170
30.8010	GI-5.1	108.4529	312.1289	0.0100
30.8030	GI-5.1	71.9614	405.3165	0.0130
30.8050	GI-5.1	106.0675	278.3192	0.0210
30.8070	GI-5.1	101.4972	351.7289	0.0205
30.8090	GI-5.1	50.8422	211.1551	0.0225
30.8110	GI-5.1	132.3854	363.4874	0.0200
30.8130	GI-5.1	50.2659	417.9594	0.0160
30.8150	GI-5.1	38.7520	188.3314	0.0155
30.8170	GI-5.1	69.3345	251.5255	0.0175
30.8190	GI-5.1	94.4541	709.0690	0.0160
30.8210	GI-5.1	76.1498	367.8574	0.0190
30.8230	GI-5.1	71.2592	337.8498	0.0135
30.8250	GI-5.1	82.2429	346.5681	0.0295
30.8270	GI-5.1	90.9106	359.8006	0.0135
30.8290	GI-5.1	118.6119	354.5621	0.0195
30.8310	GI-5.1	97.4424	334.9167	0.0120
30.8330	GI-5.1	71.5979	258.0976	0.0165
30.8350	GI-5.1	91.6781	302.7941	0.0190
30.8370	GI-5.1	76.4669	256.2924	0.0140
30.8390	GI-5.1	92.4534	299.6234	0.0115
30.8410	GI-5.1	55.5918	303.9689	0.0170
30.8430	GI-5.1	53.8722	240.9675	0.0275
30.8450	GI-5.1	79.7942	278.1630	0.0120
30.8470	GI-5.1	77.0690	349.7207	0.0225
30.8490	GI-5.1	30.0985	180.4186	0.0190
30.8510	GI-5.1	26.9001	126.5882	0.0140
30.8530	GI-5.1	43.6442	148.7251	0.0185
30.8550	GI-5.1	71.3520	263.9013	0.0205
30.8570	GI-5.1	123.0721	291.8730	0.0145
30.8590	GI-5.1	90.3197	361.7169	0.0135
30.8610	GI-5.1	61.1274	311.9322	0.0170
30.8630	GI-5.1	65.2496	264.3631	0.0150
30.8650	GI-5.1	111.8916	278.4030	0.0160
30.8670	GI-5.1	96.4919	327.1071	0.0145
30.8690	GI-5.1	61.7850	272.1298	0.0220
30.8710	GI-5.1	66.7790	375.6060	0.0125
30.8730	GI-5.1	24.9059	227.6669	0.0135
30.8750	GI-5.1	109.0576	216.0066	0.0115
30.8770	GI-5.1	114.0793	429.9862	0.0170
30.8790	GI-5.1	69.2814	322.3803	0.0115
30.8810	GI-5.1	59.4766	236.2018	0.0175
30.8830	GI-5.1	115.2549	329.2616	0.0135
30.8850	GI-5.1	75.0766	310.5450	0.0130
30.8870	GI-5.1	28.2004	208.5974	0.0115
30.8890	GI-5.1	41.9891	196.8971	0.0145
30.8910	GI-5.1	116.0485	268.3673	0.0265
30.8930	GI-5.1	106.4660	407.8716	0.0175
30.8950	GI-5.1	118.8843	369.4281	0.0135
30.8970	GI-5.1	96.6367	334.5623	0.0165
30.8990	GI-5.1	75.7823	376.9519	0.0175
30.9010	GI-5.1	123.4289	381.8595	0.0110
30.9030	GI-5.1	105.0603	358.5653	0.0090
30.9050	GI-5.1	74.6783	408.1471	0.0195
30.9070	GI-5.1	136.3289	467.3975	0.0140
30.9090	GI-5.1	114.4994	527.8407	0.0130
30.9110	GI-5.1	48.3015	294.1879	0.0240
30.9130	GI-5.1	58.9527	322.1335	0.0190
30.9150	GI-5.1	53.4446	284.5431	0.0155
30.9170	GI-5.1	52.5754	262.3907	0.0150
30.9190	GI-5.1	92.5482	372.3980	0.0180
30.9210	GI-5.1	68.3580	374.6142	0.0150
30.9230	GI-5.1	72.7311	374.7179	0.0170
30.9250	GI-5.1	82.5199	466.7850	0.0165
30.9270	GI-5.1	117.2975	526.7526	0.0130
30.9290	GI-5.1	111.2211	529.0695	0.0150
30.9310	GI-5.1	121.7406	592.1486	0.0110
30.9330	GI-5.1	106.5496	536.3126	0.0120
30.9350	GI-5.1	66.7532	358.6854	0.0175
30.9370	GI-5.1	68.9531	292.1865	0.0130
30.9390	GI-5.1	90.7431	390.3820	0.0205
30.9410	GI-5.1	161.0231	510.2987	0.0090
30.9430	GI-5.1	104.1823	401.8388	0.0150
30.9450	GI-5.1	85.1662	378.4445	0.0170
30.9470	GI-5.1	89.7033	347.8555	0.0140
30.9490	GI-5.1	45.3335	260.6197	0.0150
30.9510	GI-5.1	90.9130	262.8758	0.0145
30.9530	GI-5.1	93.7796	349.4750	0.0185
30.9550	GI-5.1	58.8042	275.0156	0.0165
30.9570	GI-5.1	80.6005	345.9800	0.0135
30.9590	GI-5.1	113.9095	397.0760	0.0170
30.9610	GI-5.1	68.5600	389.9664	0.0110
30.9630	GI-5.1	53.6287	300.3793	0.0200
30.9650	GI-5.1	55.1112	281.2895	0.0115
30.9670	GI-5.1	56.6463	258.3181	0.0170
30.9690	GI-5.1	78.0808	337.5913	0.0120
30.9710	GI-5.1	92.7111	374.1429	0.0135
30.9730	GI-5.1	199.1575	498.8570	0.0150
30.9750	GI-5.1	135.6624	348.6864	0.0190
30.9770	GI-5.1	86.1811	298.6638	0.0150
30.9790	GI-5.1	106.3402	350.3490	0.0150
30.9810	GI-5.1	98.0781	393.2960	0.0160
30.9830	GI-5.1	53.3196	264.2397	0.0180
30.9850	GI-5.1	94.2729	359.0449	0.0140
30.9870	GI-5.1	107.0687	394.6063	0.0185
30.9890	GI-5.1	102.3567	438.9136	0.0150
30.9910	GI-5.1	99.3913	394.5929	0.0160
30.9930	GI-5.1	89.4680	403.6852	0.0185
30.9950	GI-5.1	72.1036	313.3970	0.0230
30.9970	GI-5.1	99.8982	323.1268	0.0135
30.9990	GI-5.1	46.0957	247.9607	0.0190
31.0010	GI-5.1	96.8652	416.7772	0.0170
31.0030	GI-5.1	93.4232	527.0987	0.0190
31.0050	GI-5.1	125.5359	521.2732	0.0110
31.0070	GI-5.1	102.3817	497.0208	0.0155
31.0090	GI-5.1	83.5500	399.7808	0.0245
31.0110	GI-5.1	76.1596	284.6572	0.0165
31.0130	GI-5.1	149.8388	784.5643	0.0125
31.0150	GI-5.1	66.1605	450.9422	0.0135
31.0170	GI-5.1	78.6141	325.7525	0.0210
31.0190	GI-5.1	161.6056	640.0805	0.0200
31.0210	GI-5.1	92.0015	452.2085	0.0170
31.0230	GI-5.1	69.0646	290.7999	0.0165
31.0250	GI-5.1	72.9142	287.3751	0.0135
31.0270	GI-5.1	78.6227	262.4828	0.0165
31.0290	GI-5.1	79.9925	335.7051	0.0170
31.0310	GI-5.1	79.8215	338.3671	0.0130
31.0330	GI-5.1	71.1731	325.5514	0.0165
31.0350	GI-5.1	55.3729	287.1625	0.0150
31.0370	GI-5.1	103.0486	533.8000	0.0180
31.0390	GI-5.1	105.6502	454.0726	0.0145
32.2510	GI-5.2	32.1143	56.6789	0.0360
32.2530	GI-5.2	33.2746	48.6284	0.0305
32.2550	GI-5.2	56.1961	72.3678	0.0255
32.2570	GI-5.2	68.9757	61.8891	0.0310
32.2590	GI-5.2	38.6363	61.2913	0.0340
32.2610	GI-5.2	53.0034	64.6628	0.0205
32.2630	GI-5.2	52.9925	76.9627	0.0180
32.2650	GI-5.2	32.8594	52.5809	0.0330
32.2670	GI-5.2	42.0187	48.8128	0.0260
32.2690	GI-5.2	50.4063	66.2743	0.0365
32.2710	GI-5.2	35.6097	66.7279	0.0290
32.2730	GI-5.2	45.6519	71.5814	0.0365
32.2750	GI-5.2	73.0087	90.1400	0.0295
32.2770	GI-5.2	35.4414	46.8768	0.0275
32.2790	GI-5.2	39.2320	59.3359	0.0265
32.2810	GI-5.2	38.8502	63.9354	0.0240
32.2830	GI-5.2	28.4660	47.0095	0.0360
32.2850	GI-5.2	50.3424	65.2855	0.0275
32.2870	GI-5.2	38.7974	54.8640	0.0185
32.2890	GI-5.2	28.9109	48.2024	0.0195
32.2910	GI-5.2	31.0716	49.6617	0.0205
32.2930	GI-5.2	27.2560	32.6658	0.0320
32.2950	GI-5.2	46.9960	57.8423	0.0275
32.2970	GI-5.2	63.5780	58.0020	0.0280
32.2990	GI-5.2	51.4050	74.4375	0.0310
32.3010	GI-5.2	38.1757	67.1832	0.0280
32.3030	GI-5.2	53.6384	77.6473	0.0190
32.3050	GI-5.2	45.0635	97.4347	0.0165
32.3070	GI-5.2	39.4564	75.2391	0.0330
32.3090	GI-5.2	54.6008	62.1304	0.0300
32.3110	GI-5.2	37.1772	57.6403	0.0295
32.3130	GI-5.2	38.9142	67.1547	0.0185
32.3150	GI-5.2	34.9639	49.3685	0.0375
32.3170	GI-5.2	48.3622	49.2964	0.0310
32.3190	GI-5.2	41.0001	61.4672	0.0175
32.3210	GI-5.2	38.8860	69.2015	0.0230
32.3230	GI-5.2	43.4383	59.9972	0.0410
32.3250	GI-5.2	43.2462	68.6791	0.0210
32.3270	GI-5.2	36.2842	73.5061	0.0215
32.3290	GI-5.2	48.5039	64.9697	0.0200
32.3310	GI-5.2	47.4230	67.6783	0.0270
32.3330	GI-5.2	28.4668	55.7884	0.0360
32.3350	GI-5.2	57.3636	67.6575	0.0260
32.3370	GI-5.2	35.4096	59.8827	0.0235
32.3390	GI-5.2	40.6943	59.5903	0.0295
32.3410	GI-5.2	53.9367	75.5613	0.0185
32.3430	GI-5.2	40.9748	76.0387	0.0210
32.3450	GI-5.2	47.0598	61.6025	0.0355
32.3470	GI-5.2	44.3132	61.3251	0.0310
32.3490	GI-5.2	51.5894	65.5362	0.0385
32.3510	GI-5.2	44.5013	63.7099	0.0335
32.3530	GI-5.2	66.1746	38.6896	0.0390
32.3550	GI-5.2	43.0789	44.9956	0.0300
32.3570	GI-5.2	36.6440	50.3175	0.0305
32.3590	GI-5.2	34.4435	37.1993	0.0320
32.3610	GI-5.2	56.5082	45.9510	0.0265
32.3630	GI-5.2	51.4911	50.1072	0.0280
32.3650	GI-5.2	55.0258	66.4994	0.0365
32.3670	GI-5.2	49.1336	55.8604	0.0275
32.3690	GI-5.2	61.8114	53.7716	0.0235
32.3710	GI-5.2	43.3971	58.2837	0.0265
32.3730	GI-5.2	61.7229	70.1575	0.0330
32.3750	GI-5.2	50.9840	85.7826	0.0360
32.3770	GI-5.2	58.8912	60.3759	0.0290
32.3790	GI-5.2	29.8087	50.5745	0.0365
32.3810	GI-5.2	47.1066	66.8752	0.0350
32.3830	GI-5.2	42.3263	84.9492	0.0235
32.3850	GI-5.2	32.9249	59.6028	0.0240
32.3870	GI-5.2	28.1237	49.3355	0.0235
32.3890	GI-5.2	30.3814	48.3268	0.0290
32.3910	GI-5.2	29.7487	54.2476	0.0320
32.3930	GI-5.2	34.0515	47.9919	0.0290
32.3950	GI-5.2	33.6989	57.2594	0.0345
32.3970	GI-5.2	40.3625	66.3658	0.0300
32.3990	GI-5.2	65.2864	56.1890	0.0275
32.4010	GI-5.2	49.9524	51.2070	0.0300
32.4030	GI-5.2	35.0667	55.3854	0.0345
32.4050	GI-5.2	30.0506	43.5738	0.0275
32.4070	GI-5.2	37.7576	50.9671	0.0295
32.4090	GI-5.2	37.0230	60.4964	0.0355
32.4110	GI-5.2	36.8266	44.9706	0.0275
32.4130	GI-5.2	35.9240	43.2420	0.0255
32.4150	GI-5.2	30.0777	55.3484	0.0375
32.4170	GI-5.2	32.4131	48.8006	0.0405
32.4190	GI-5.2	47.3754	56.7831	0.0260
32.4210	GI-5.2	50.9376	55.7589	0.0260
32.4230	GI-5.2	40.4356	51.9394	0.0260
32.4250	GI-5.2	30.9240	60.6761	0.0345
32.4270	GI-5.2	40.3530	58.8383	0.0360
32.4290	GI-5.2	45.5726	54.3150	0.0255
32.4310	GI-5.2	57.7444	50.4963	0.0315
32.4330	GI-5.2	39.1410	57.8358	0.0385
32.4350	GI-5.2	42.1904	55.4830	0.0280
32.4370	GI-5.2	37.8058	58.5866	0.0320
32.4390	GI-5.2	46.5439	91.6657	0.0340
32.4410	GI-5.2	51.8941	75.4816	0.0345
32.4430	GI-5.2	45.5721	68.5745	0.0435
32.4450	GI-5.2	55.9036	88.2849	0.0315
32.4470	GI-5.2	50.6640	88.7588	0.0280
32.4490	GI-5.2	62.3389	107.5120	0.0135
32.4510	GI-5.2	51.8599	105.2139	0.0215
32.4530	GI-5.2	46.6560	80.5438	0.0295
32.4550	GI-5.2	78.8910	140.5454	0.0130
32.4570	GI-5.2	57.6497	146.8928	0.0220
32.4590	GI-5.2	94.0025	264.7396	0.0210
